Date,Quarter,Month,Region,Country,Product_Category,Product,Salesperson,Customer_Segment,Deal_Stage,Units,Unit_Price,Revenue,Cost,Profit,Discount_Pct,Customer_Satisfaction
2024-03-07,Q1 2024,Mar,Asia Pacific,India,Subscriptions,Professional Plan,Raj Patel,Enterprise,Qualified,245,223.27,48519.92,31375.29,17144.63,11.3,3.5
2024-03-07,Q1 2024,Mar,Europe,Germany,Services,Implementation,James Clarke,Enterprise,Closed Lost,68,370.58,17518.65,13657.69,3860.96,13.1,3.4
2024-03-07,Q1 2024,Mar,North America,Canada,Hardware,Networking Kit,Elena Rodriguez,Enterprise,Lead,20,600.14,8896.48,6296.47,2600.01,12.8,2.9
2024-03-08,Q1 2024,Mar,North America,Canada,Subscriptions,Basic Plan,Mike Johnson,SMB,Proposal,473,78.98,39572.84,25496.86,14075.98,3.7,3.4
2024-03-08,Q1 2024,Mar,Europe,Germany,Software,Data Platform,Sophie Dupont,Enterprise,Lead,50,2988.12,133658.61,79805.11,53853.5,14.8,3.7
2024-03-09,Q1 2024,Mar,Asia Pacific,Australia,Services,Support,Raj Patel,SMB,Closed Won,173,164.19,25791.62,19516.12,6275.5,9.2,3.5
2024-03-10,Q1 2024,Mar,Europe,Germany,Services,Support,Hans Mueller,Education,Negotiation,182,163.44,27628.16,21376.64,6251.52,22.6,3.9
2024-03-11,Q1 2024,Mar,North America,USA,Services,Support,Elena Rodriguez,SMB,Negotiation,51,275.19,11440.38,8013.19,3427.19,4.1,3.0
2024-03-12,Q1 2024,Mar,North America,USA,Services,Implementation,Elena Rodriguez,SMB,Negotiation,119,758.66,73131.75,56801.45,16330.3,4.7,3.5
2024-03-12,Q1 2024,Mar,North America,USA,Software,Cloud Suite,Sarah Chen,Education,Proposal,29,1864.18,56088.52,35339.04,20749.48,17.0,5.0
2024-03-12,Q1 2024,Mar,Europe,France,Subscriptions,Enterprise Plan,Sophie Dupont,Enterprise,Negotiation,150,282.54,34621.04,19792.49,14828.55,22.2,3.8
2024-03-12,Q1 2024,Mar,Asia Pacific,Australia,Software,Cloud Suite,Raj Patel,SMB,Lead,33,1968.74,62889.43,40039.21,22850.22,3.2,3.3
2024-03-12,Q1 2024,Mar,North America,USA,Hardware,Server Rack,Mike Johnson,SMB,Lead,84,4941.67,435606.23,319169.54,116436.69,4.6,3.3
2024-03-13,Q1 2024,Mar,North America,Canada,Services,Support,Mike Johnson,Enterprise,Negotiation,49,160.85,6987.87,5051.68,1936.19,19.4,3.6
2024-03-13,Q1 2024,Mar,Europe,France,Hardware,Server Rack,James Clarke,Government,Closed Lost,65,4126.94,201724.83,146670.6,55054.23,6.0,3.9
2024-03-13,Q1 2024,Mar,Europe,UK,Services,Implementation,James Clarke,SMB,Qualified,133,345.17,36689.36,30634.96,6054.4,0.1,3.3
2024-03-14,Q1 2024,Mar,Latin America,Brazil,Services,Consulting,Ana Gutierrez,Enterprise,Lead,29,348.76,8570.13,7520.39,1049.74,19.3,4.6
2024-03-14,Q1 2024,Mar,North America,USA,Services,Implementation,Elena Rodriguez,SMB,Closed Won,177,425.9,62026.2,51694.09,10332.11,3.2,3.4
2024-03-15,Q1 2024,Mar,Asia Pacific,Australia,Services,Training,Raj Patel,SMB,Closed Lost,101,201.26,19310.9,14829.27,4481.63,5.0,3.6
2024-03-15,Q1 2024,Mar,Asia Pacific,Australia,Subscriptions,Professional Plan,Yuki Tanaka,Enterprise,Closed Won,82,114.17,9566.03,5757.73,3808.3,21.4,4.2
2024-03-15,Q1 2024,Mar,Latin America,Brazil,Software,Security Pro,Ana Gutierrez,SMB,Qualified,4,541.75,2202.54,1239.5,963.04,3.2,4.1
2024-03-15,Q1 2024,Mar,North America,USA,Subscriptions,Basic Plan,Elena Rodriguez,Enterprise,Closed Won,209,26.67,3747.7,2435.67,1312.03,20.9,3.2
2024-03-16,Q1 2024,Mar,North America,USA,Hardware,Laptop Pro,Mike Johnson,Enterprise,Closed Lost,41,2717.5,93635.27,74254.5,19380.77,23.6,4.6
2024-03-16,Q1 2024,Mar,North America,USA,Services,Training,Mike Johnson,Enterprise,Lead,31,161.26,4415.67,3523.42,892.25,19.7,4.0
2024-03-16,Q1 2024,Mar,Asia Pacific,India,Hardware,Laptop Pro,Yuki Tanaka,Enterprise,Lead,16,2152.95,39765.85,28074.16,11691.69,11.2,4.7
2024-03-17,Q1 2024,Mar,Latin America,Mexico,Services,Training,Carlos Silva,Government,Qualified,48,115.06,5169.97,4176.79,993.18,18.6,3.6
2024-03-17,Q1 2024,Mar,Europe,France,Services,Support,James Clarke,SMB,Closed Won,61,203.1,9554.47,7638.63,1915.84,3.6,2.9
2024-03-19,Q1 2024,Mar,Europe,UK,Software,Cloud Suite,Hans Mueller,Enterprise,Lead,19,1593.48,27284.84,17724.96,9559.88,24.9,3.9
2024-03-19,Q1 2024,Mar,Europe,France,Hardware,Desktop Plus,Sophie Dupont,Government,Lead,2,1645.91,2879.19,2253.08,626.11,16.7,3.2
2024-03-20,Q1 2024,Mar,North America,Canada,Services,Support,Elena Rodriguez,Education,Closed Won,31,278.1,5657.17,4409.83,1247.34,22.8,3.2
2024-03-21,Q1 2024,Mar,Latin America,Brazil,Hardware,Server Rack,Carlos Silva,Education,Qualified,93,4264.75,370365.39,285074.1,85291.29,18.8,3.8
2024-03-21,Q1 2024,Mar,Europe,Germany,Subscriptions,Enterprise Plan,Sophie Dupont,Government,Negotiation,45,508.37,22723.38,14292.62,8430.76,5.4,3.1
2024-03-22,Q1 2024,Mar,North America,USA,Software,Data Platform,Elena Rodriguez,SMB,Closed Lost,3,2367.26,5541.52,3119.47,2422.05,8.2,3.3
2024-03-23,Q1 2024,Mar,North America,USA,Services,Support,Elena Rodriguez,Enterprise,Proposal,71,313.17,14533.95,10486.79,4047.16,23.1,3.7
2024-03-24,Q1 2024,Mar,Europe,France,Software,Data Platform,Hans Mueller,SMB,Closed Won,22,3260.75,83759.54,51351.1,32408.44,2.7,4.2
2024-03-24,Q1 2024,Mar,North America,Canada,Software,Cloud Suite,Sarah Chen,SMB,Closed Lost,49,1632.81,99709.58,60567.3,39142.28,0.3,3.8
2024-03-24,Q1 2024,Mar,North America,Canada,Hardware,Networking Kit,Sarah Chen,Government,Negotiation,21,824.18,19687.6,13894.44,5793.16,9.0,4.8
2024-03-24,Q1 2024,Mar,Europe,UK,Software,Data Platform,James Clarke,Enterprise,Closed Won,16,3337.17,35368.66,19525.77,15842.89,17.2,4.0
2024-03-24,Q1 2024,Mar,North America,USA,Subscriptions,Enterprise Plan,Mike Johnson,Enterprise,Closed Won,233,297.19,59793.29,34371.05,25422.24,21.5,3.6
2024-03-26,Q1 2024,Mar,Asia Pacific,Japan,Services,Support,Liam Zhang,SMB,Closed Won,36,267.29,8383.07,6606.65,1776.42,3.2,3.4
2024-03-26,Q1 2024,Mar,North America,Canada,Hardware,Networking Kit,Sarah Chen,SMB,Closed Won,73,925.83,83383.72,64220.71,19163.01,1.3,3.3
2024-03-26,Q1 2024,Mar,North America,USA,Hardware,Desktop Plus,Mike Johnson,Education,Closed Lost,99,932.89,81476.56,59032.44,22444.12,19.8,4.0
2024-03-26,Q1 2024,Mar,Latin America,Brazil,Subscriptions,Basic Plan,Pedro Morales,SMB,Closed Won,43,48.35,1404.92,813.51,591.41,9.9,2.9
2024-03-27,Q1 2024,Mar,Asia Pacific,India,Software,Security Pro,Yuki Tanaka,Government,Lead,48,1224.22,67071.59,38737.39,28334.2,12.2,4.6
2024-03-27,Q1 2024,Mar,North America,Canada,Services,Implementation,Elena Rodriguez,Enterprise,Closed Won,131,290.36,28678.12,23442.06,5236.06,11.3,3.1
2024-03-28,Q1 2024,Mar,North America,Canada,Software,Security Pro,Elena Rodriguez,Enterprise,Proposal,17,1727.68,19797.23,11024.96,8772.27,20.7,2.8
2024-03-28,Q1 2024,Mar,Asia Pacific,Japan,Software,Security Pro,Liam Zhang,Education,Lead,29,1387.24,29979.37,16850.14,13129.23,17.2,4.0
2024-03-28,Q1 2024,Mar,Asia Pacific,India,Software,Security Pro,Raj Patel,Enterprise,Closed Won,28,1143.31,25129.95,14659.08,10470.87,21.5,3.7
2024-03-29,Q1 2024,Mar,North America,Canada,Services,Consulting,Elena Rodriguez,Enterprise,Proposal,30,214.88,4547.94,3679.02,868.92,17.0,3.6
2024-03-29,Q1 2024,Mar,Europe,Germany,Software,Cloud Suite,Hans Mueller,Enterprise,Closed Lost,41,1676.78,62698.16,40610.81,22087.35,24.0,4.7
2024-03-31,Q1 2024,Mar,Europe,UK,Subscriptions,Professional Plan,Hans Mueller,Education,Closed Won,439,112.69,49154.3,30259.75,18894.55,17.2,4.2
2024-03-31,Q1 2024,Mar,Europe,UK,Hardware,Laptop Pro,Hans Mueller,Enterprise,Lead,1,2829.71,2740.29,1956.14,784.15,19.3,3.9
2024-03-31,Q1 2024,Mar,North America,Canada,Hardware,Desktop Plus,Sarah Chen,Enterprise,Closed Won,32,932.83,32350.54,23261.06,9089.48,13.3,4.7
2024-04-01,Q2 2024,Apr,North America,USA,Services,Consulting,Mike Johnson,Education,Qualified,76,208.94,13694.43,11353.89,2340.54,21.6,3.8
2024-04-01,Q2 2024,Apr,North America,Canada,Subscriptions,Enterprise Plan,Elena Rodriguez,SMB,Negotiation,12,705.81,7026.48,4072.82,2953.66,2.4,2.9
2024-04-01,Q2 2024,Apr,Europe,Germany,Services,Consulting,Sophie Dupont,SMB,Lead,32,281.35,8536.38,6805.99,1730.39,9.7,3.9
2024-04-01,Q2 2024,Apr,North America,Canada,Services,Training,Elena Rodriguez,Enterprise,Lead,131,106.73,10446.37,7606.98,2839.39,12.1,3.4
2024-04-02,Q2 2024,Apr,Europe,UK,Subscriptions,Professional Plan,James Clarke,SMB,Qualified,489,147.14,54395.3,31847.97,22547.33,5.5,2.7
2024-04-02,Q2 2024,Apr,North America,Canada,Services,Training,Elena Rodriguez,SMB,Proposal,39,156.61,4833.4,3708.08,1125.32,6.9,3.4
2024-04-04,Q2 2024,Apr,North America,USA,Services,Consulting,Mike Johnson,SMB,Lead,178,219.23,39577.07,34276.24,5300.83,7.8,3.3
2024-04-04,Q2 2024,Apr,North America,Canada,Subscriptions,Basic Plan,Mike Johnson,SMB,Proposal,139,71.23,10074.24,6075.88,3998.36,7.5,4.4
2024-04-04,Q2 2024,Apr,Asia Pacific,Australia,Subscriptions,Enterprise Plan,Liam Zhang,SMB,Closed Won,256,722.72,153193.51,84282.85,68910.66,8.0,2.6
2024-04-04,Q2 2024,Apr,Europe,UK,Services,Implementation,Hans Mueller,SMB,Negotiation,111,633.9,77342.9,61171.58,16171.32,8.4,3.8
2024-04-04,Q2 2024,Apr,North America,Canada,Services,Implementation,Elena Rodriguez,SMB,Closed Won,86,774.62,51641.75,39524.42,12117.33,8.8,3.4
2024-04-05,Q2 2024,Apr,Europe,UK,Hardware,Laptop Pro,Hans Mueller,Enterprise,Closed Won,53,2549.97,136716.13,103886.32,32829.81,15.7,4.9
2024-04-05,Q2 2024,Apr,Latin America,Brazil,Software,Security Pro,Carlos Silva,Enterprise,Lead,36,814.13,27469.56,16729.5,10740.06,18.5,3.4
2024-04-05,Q2 2024,Apr,Asia Pacific,India,Services,Consulting,Yuki Tanaka,Enterprise,Negotiation,147,276.99,44622.34,35896.53,8725.81,15.7,4.6
2024-04-08,Q2 2024,Apr,Asia Pacific,India,Subscriptions,Enterprise Plan,Yuki Tanaka,Enterprise,Negotiation,185,703.57,144334.92,81460.78,62874.14,14.7,4.7
2024-04-08,Q2 2024,Apr,Europe,UK,Subscriptions,Enterprise Plan,Hans Mueller,SMB,Closed Lost,196,537.09,114828.12,72269.06,42559.06,9.1,4.1
2024-04-08,Q2 2024,Apr,North America,USA,Subscriptions,Basic Plan,Mike Johnson,Government,Closed Won,290,59.93,17014.73,9621.0,7393.73,11.0,3.7
2024-04-08,Q2 2024,Apr,Asia Pacific,Australia,Services,Training,Liam Zhang,SMB,Negotiation,10,134.94,1105.16,836.85,268.31,9.0,3.7
2024-04-09,Q2 2024,Apr,Latin America,Mexico,Software,Cloud Suite,Ana Gutierrez,SMB,Lead,23,1703.69,38634.32,21856.77,16777.55,6.1,3.9
2024-04-10,Q2 2024,Apr,North America,USA,Subscriptions,Professional Plan,Sarah Chen,Enterprise,Proposal,349,106.64,41218.23,25308.7,15909.53,11.4,3.7
2024-04-10,Q2 2024,Apr,Asia Pacific,Japan,Software,Data Platform,Liam Zhang,Enterprise,Qualified,37,2471.33,65095.57,38111.21,26984.36,20.9,3.8
2024-04-11,Q2 2024,Apr,North America,USA,Services,Training,Sarah Chen,SMB,Closed Lost,94,237.91,27591.02,21010.86,6580.16,1.3,4.2
2024-04-11,Q2 2024,Apr,North America,Canada,Software,Cloud Suite,Elena Rodriguez,SMB,Lead,16,2498.66,32962.32,19076.43,13885.89,3.0,3.4
2024-04-12,Q2 2024,Apr,North America,Canada,Software,Cloud Suite,Mike Johnson,Enterprise,Closed Won,2,2043.33,3501.86,1969.91,1531.95,22.1,3.7
2024-04-12,Q2 2024,Apr,Europe,UK,Subscriptions,Enterprise Plan,Sophie Dupont,Education,Negotiation,456,493.18,183948.84,116592.73,67356.11,22.1,3.5
2024-04-13,Q2 2024,Apr,Europe,Germany,Hardware,Desktop Plus,Hans Mueller,Enterprise,Lead,66,1097.95,72348.76,53495.19,18853.57,16.8,4.0
2024-04-13,Q2 2024,Apr,North America,Canada,Hardware,Laptop Pro,Sarah Chen,Government,Proposal,10,1490.29,16300.05,11658.3,4641.75,12.5,4.3
2024-04-13,Q2 2024,Apr,Europe,UK,Subscriptions,Basic Plan,Hans Mueller,Enterprise,Lead,12,69.01,758.23,447.81,310.42,23.7,4.1
2024-04-13,Q2 2024,Apr,North America,Canada,Hardware,Server Rack,Mike Johnson,Government,Closed Lost,55,3734.58,211707.74,164066.0,47641.74,6.3,3.7
2024-04-14,Q2 2024,Apr,North America,USA,Software,Security Pro,Sarah Chen,Government,Closed Won,1,1567.39,1743.72,1096.14,647.58,11.0,4.5
2024-04-15,Q2 2024,Apr,Europe,UK,Subscriptions,Enterprise Plan,Sophie Dupont,Enterprise,Qualified,152,393.31,47769.7,28800.4,18969.3,23.9,4.5
2024-04-15,Q2 2024,Apr,North America,USA,Subscriptions,Professional Plan,Mike Johnson,Government,Closed Won,49,173.41,7626.99,4922.68,2704.31,18.4,3.9
2024-04-15,Q2 2024,Apr,Europe,Germany,Software,Security Pro,Sophie Dupont,Government,Closed Lost,40,1327.51,44660.09,24711.69,19948.4,19.9,4.3
2024-04-16,Q2 2024,Apr,Asia Pacific,Japan,Hardware,Laptop Pro,Liam Zhang,SMB,Proposal,19,1424.96,22880.44,17909.28,4971.16,6.1,3.4
2024-04-16,Q2 2024,Apr,North America,Canada,Services,Training,Mike Johnson,SMB,Lead,176,59.83,11536.76,8408.93,3127.83,0.4,4.0
2024-04-16,Q2 2024,Apr,North America,USA,Hardware,Desktop Plus,Sarah Chen,Enterprise,Closed Lost,69,1899.62,135661.36,99417.54,36243.82,17.2,4.5
2024-04-17,Q2 2024,Apr,North America,USA,Software,Data Platform,Mike Johnson,Enterprise,Proposal,40,3476.47,126042.9,75604.61,50438.29,17.6,4.2
2024-04-17,Q2 2024,Apr,North America,Canada,Hardware,Laptop Pro,Mike Johnson,Enterprise,Negotiation,27,2920.93,75473.91,54406.84,21067.07,13.0,4.1
2024-04-17,Q2 2024,Apr,Europe,France,Hardware,Laptop Pro,James Clarke,SMB,Closed Lost,40,2391.26,76367.28,58841.05,17526.23,0.2,3.1
2024-04-17,Q2 2024,Apr,Asia Pacific,Japan,Subscriptions,Enterprise Plan,Raj Patel,SMB,Closed Won,281,595.97,156414.71,97979.36,58435.35,6.6,2.4
2024-04-17,Q2 2024,Apr,North America,Canada,Software,Cloud Suite,Mike Johnson,Enterprise,Closed Won,28,1155.61,26801.37,16205.29,10596.08,24.7,3.8
2024-04-17,Q2 2024,Apr,North America,Canada,Software,Cloud Suite,Sarah Chen,SMB,Closed Won,5,1908.84,10951.97,6207.58,4744.39,8.2,3.9
2024-04-17,Q2 2024,Apr,Latin America,Colombia,Hardware,Server Rack,Carlos Silva,SMB,Lead,12,3297.84,45373.66,35038.5,10335.16,0.3,3.1
2024-04-18,Q2 2024,Apr,Asia Pacific,India,Software,Data Platform,Liam Zhang,SMB,Proposal,14,2731.3,32246.27,19026.67,13219.6,6.3,3.3
2024-04-18,Q2 2024,Apr,Europe,France,Hardware,Networking Kit,James Clarke,Education,Lead,28,1067.66,19586.86,14066.86,5520.0,18.1,4.0
2024-04-18,Q2 2024,Apr,Europe,Germany,Subscriptions,Enterprise Plan,Sophie Dupont,SMB,Closed Lost,122,276.71,33816.01,21005.01,12811.0,4.6,3.6
2024-04-18,Q2 2024,Apr,Europe,France,Software,Cloud Suite,James Clarke,Enterprise,Qualified,10,2238.19,14145.36,8530.62,5614.74,21.0,3.7
2024-04-18,Q2 2024,Apr,Asia Pacific,Australia,Hardware,Desktop Plus,Liam Zhang,SMB,Proposal,47,872.63,35251.2,25011.48,10239.72,4.5,2.9
2024-04-19,Q2 2024,Apr,Europe,UK,Subscriptions,Enterprise Plan,Hans Mueller,SMB,Lead,300,276.59,95689.08,54281.41,41407.67,3.9,4.4
2024-04-19,Q2 2024,Apr,North America,USA,Services,Consulting,Mike Johnson,SMB,Lead,108,276.67,32408.24,26697.64,5710.6,1.4,3.4
2024-04-19,Q2 2024,Apr,North America,Canada,Hardware,Networking Kit,Mike Johnson,Education,Negotiation,64,1257.21,69035.92,51518.69,17517.23,22.0,3.9
2024-04-19,Q2 2024,Apr,North America,Canada,Software,Security Pro,Elena Rodriguez,Enterprise,Closed Won,6,733.34,3134.15,1864.78,1269.37,16.2,3.3
2024-04-20,Q2 2024,Apr,Asia Pacific,India,Hardware,Server Rack,Liam Zhang,Education,Negotiation,32,3252.05,78298.96,60236.14,18062.82,16.4,3.9
2024-04-20,Q2 2024,Apr,North America,Canada,Software,Cloud Suite,Sarah Chen,Enterprise,Closed Won,34,1261.98,41673.73,24456.25,17217.48,22.3,4.8
2024-04-20,Q2 2024,Apr,North America,Canada,Hardware,Server Rack,Mike Johnson,SMB,Lead,88,3800.05,338785.1,257188.29,81596.81,7.9,3.4
2024-04-20,Q2 2024,Apr,Europe,France,Software,Data Platform,James Clarke,SMB,Closed Lost,20,2743.47,39813.24,25767.87,14045.37,9.3,3.0
2024-04-20,Q2 2024,Apr,North America,Canada,Subscriptions,Basic Plan,Mike Johnson,SMB,Lead,337,55.07,19822.43,12642.6,7179.83,2.9,4.0
2024-04-21,Q2 2024,Apr,North America,Canada,Software,Cloud Suite,Elena Rodriguez,Education,Closed Won,46,1208.81,38189.69,21810.98,16378.71,19.2,3.6
2024-04-21,Q2 2024,Apr,Latin America,Mexico,Services,Implementation,Ana Gutierrez,SMB,Proposal,50,232.98,11179.55,8402.2,2777.35,8.6,3.5
2024-04-21,Q2 2024,Apr,Europe,UK,Subscriptions,Professional Plan,Sophie Dupont,Education,Qualified,465,135.97,53441.82,32428.14,21013.68,19.5,3.7
2024-04-21,Q2 2024,Apr,Asia Pacific,Japan,Services,Consulting,Liam Zhang,Government,Closed Lost,5,414.78,1640.66,1359.46,281.2,12.1,3.8
2024-04-22,Q2 2024,Apr,Asia Pacific,India,Services,Implementation,Yuki Tanaka,SMB,Lead,94,568.58,69341.52,57671.42,11670.1,0.2,4.1
2024-04-22,Q2 2024,Apr,North America,USA,Services,Training,Mike Johnson,Enterprise,Lead,32,200.18,6130.31,4435.51,1694.8,13.0,3.9
2024-04-24,Q2 2024,Apr,North America,Canada,Services,Training,Sarah Chen,SMB,Closed Won,200,158.41,38335.22,28802.49,9532.73,3.2,4.1
2024-04-24,Q2 2024,Apr,North America,USA,Services,Consulting,Sarah Chen,Enterprise,Closed Won,107,450.13,52859.89,43012.2,9847.69,12.2,4.2
2024-04-25,Q2 2024,Apr,Latin America,Colombia,Subscriptions,Basic Plan,Ana Gutierrez,Enterprise,Qualified,17,61.07,823.03,480.87,342.16,24.5,4.3
2024-04-25,Q2 2024,Apr,Europe,France,Services,Training,Hans Mueller,Enterprise,Closed Lost,132,117.02,16052.15,12796.45,3255.7,13.4,3.8
2024-04-25,Q2 2024,Apr,North America,USA,Hardware,Desktop Plus,Mike Johnson,Government,Proposal,55,1382.35,71170.98,54617.63,16553.35,14.9,3.7
2024-04-25,Q2 2024,Apr,North America,Canada,Hardware,Desktop Plus,Mike Johnson,Enterprise,Lead,16,886.13,12913.4,9476.75,3436.65,17.2,3.4
2024-04-26,Q2 2024,Apr,North America,USA,Software,Security Pro,Mike Johnson,Enterprise,Lead,20,978.52,17351.12,11125.89,6225.23,19.4,3.8
2024-04-26,Q2 2024,Apr,Asia Pacific,Australia,Subscriptions,Basic Plan,Liam Zhang,SMB,Qualified,79,60.45,3945.56,2200.39,1745.17,8.2,3.8
2024-04-26,Q2 2024,Apr,Asia Pacific,Japan,Subscriptions,Enterprise Plan,Raj Patel,Education,Proposal,141,620.77,70110.38,42506.38,27604.0,19.9,3.3
2024-04-26,Q2 2024,Apr,Latin America,Brazil,Software,Data Platform,Ana Gutierrez,SMB,Closed Won,6,1935.77,12183.16,7458.05,4725.11,0.1,3.4
2024-04-27,Q2 2024,Apr,Asia Pacific,Japan,Software,Data Platform,Raj Patel,SMB,Qualified,28,1886.39,50811.8,30664.02,20147.78,3.8,3.8
2024-04-27,Q2 2024,Apr,Europe,Germany,Hardware,Server Rack,Sophie Dupont,Education,Lead,13,3654.32,37610.63,27513.03,10097.6,24.6,3.8
2024-04-27,Q2 2024,Apr,North America,USA,Services,Support,Elena Rodriguez,Enterprise,Closed Lost,90,108.14,6841.53,5339.54,1501.99,17.3,3.3
2024-04-28,Q2 2024,Apr,Asia Pacific,Australia,Software,Security Pro,Liam Zhang,Enterprise,Lead,45,1712.94,60147.32,37814.57,22332.75,13.3,3.7
2024-04-28,Q2 2024,Apr,North America,Canada,Software,Cloud Suite,Mike Johnson,Enterprise,Proposal,47,1780.48,79623.96,46030.71,33593.25,13.5,3.9
2024-04-29,Q2 2024,Apr,North America,USA,Services,Consulting,Sarah Chen,SMB,Closed Lost,163,179.36,34278.83,29205.51,5073.32,6.2,4.6
2024-04-29,Q2 2024,Apr,North America,Canada,Software,Data Platform,Sarah Chen,Enterprise,Qualified,36,2100.04,74939.93,42709.95,32229.98,20.7,4.7
2024-04-29,Q2 2024,Apr,Asia Pacific,Japan,Services,Implementation,Raj Patel,Education,Closed Won,194,253.95,38427.71,32614.58,5813.13,22.0,3.2
2024-04-30,Q2 2024,Apr,North America,Canada,Software,Cloud Suite,Elena Rodriguez,Enterprise,Lead,6,2081.44,8948.73,5312.81,3635.92,15.7,2.6
2024-04-30,Q2 2024,Apr,Europe,France,Subscriptions,Professional Plan,Hans Mueller,Government,Closed Lost,279,249.84,71434.05,44636.22,26797.83,14.6,4.0
2024-05-01,Q2 2024,May,Europe,France,Hardware,Laptop Pro,Hans Mueller,SMB,Proposal,86,2807.63,270913.83,193010.13,77903.7,6.5,3.6
2024-05-02,Q2 2024,May,Latin America,Mexico,Services,Consulting,Ana Gutierrez,Government,Closed Won,130,202.56,22506.64,18280.5,4226.14,18.6,3.5
2024-05-02,Q2 2024,May,North America,USA,Hardware,Laptop Pro,Mike Johnson,Education,Lead,47,1601.43,65821.18,50136.56,15684.62,20.5,3.8
2024-05-02,Q2 2024,May,North America,USA,Hardware,Laptop Pro,Sarah Chen,Government,Lead,36,2563.48,102667.37,80685.61,21981.76,11.0,3.7
2024-05-02,Q2 2024,May,Europe,UK,Services,Support,James Clarke,SMB,Closed Won,68,209.76,10692.05,8283.44,2408.61,6.3,2.6
2024-05-03,Q2 2024,May,Asia Pacific,Australia,Software,Data Platform,Liam Zhang,Education,Lead,29,2271.78,47197.59,26806.22,20391.37,20.4,4.1
2024-05-03,Q2 2024,May,North America,Canada,Subscriptions,Professional Plan,Elena Rodriguez,SMB,Closed Won,70,217.89,12108.8,7706.35,4402.45,6.6,2.6
2024-05-04,Q2 2024,May,North America,USA,Services,Support,Mike Johnson,Government,Lead,54,332.15,17815.93,12613.17,5202.76,9.7,3.5
2024-05-05,Q2 2024,May,Asia Pacific,India,Services,Implementation,Yuki Tanaka,Enterprise,Proposal,112,297.92,37651.37,31425.22,6226.15,13.2,5.0
2024-05-05,Q2 2024,May,Europe,Germany,Hardware,Desktop Plus,Hans Mueller,Education,Proposal,81,1965.63,151892.09,110439.53,41452.56,20.5,4.6
2024-05-07,Q2 2024,May,Asia Pacific,Australia,Hardware,Server Rack,Liam Zhang,SMB,Closed Won,62,3084.2,166763.31,128148.1,38615.21,3.1,3.1
2024-05-07,Q2 2024,May,North America,USA,Software,Data Platform,Sarah Chen,Government,Proposal,42,1651.08,71078.99,39497.04,31581.95,18.0,4.3
2024-05-07,Q2 2024,May,North America,USA,Services,Support,Sarah Chen,Government,Proposal,169,325.21,60044.34,47587.32,12457.02,12.6,3.9
2024-05-08,Q2 2024,May,Europe,France,Services,Implementation,Sophie Dupont,Enterprise,Closed Won,52,511.59,22821.11,17622.23,5198.88,18.3,3.7
2024-05-08,Q2 2024,May,North America,Canada,Software,Security Pro,Sarah Chen,SMB,Closed Won,29,1476.84,50162.72,32142.39,18020.33,6.3,4.1
2024-05-08,Q2 2024,May,North America,USA,Subscriptions,Enterprise Plan,Sarah Chen,SMB,Proposal,396,756.52,370732.63,229204.36,141528.27,1.0,4.0
2024-05-09,Q2 2024,May,North America,USA,Hardware,Desktop Plus,Sarah Chen,SMB,Qualified,99,1193.51,146367.59,102826.23,43541.36,0.9,3.5
2024-05-10,Q2 2024,May,North America,Canada,Software,Data Platform,Elena Rodriguez,Enterprise,Negotiation,8,1806.71,10737.64,6904.05,3833.59,12.6,3.4
2024-05-11,Q2 2024,May,Latin America,Brazil,Hardware,Desktop Plus,Ana Gutierrez,SMB,Closed Won,90,1473.1,136702.21,107270.93,29431.28,1.8,3.1
2024-05-11,Q2 2024,May,Asia Pacific,Australia,Software,Cloud Suite,Raj Patel,SMB,Lead,4,1436.9,5695.87,3469.93,2225.94,0.9,3.0
2024-05-11,Q2 2024,May,North America,Canada,Hardware,Server Rack,Elena Rodriguez,Enterprise,Lead,24,4098.82,73665.63,51819.79,21845.84,11.9,3.0
2024-05-11,Q2 2024,May,North America,Canada,Subscriptions,Professional Plan,Mike Johnson,Enterprise,Lead,57,97.81,4752.83,2872.46,1880.37,22.5,4.3
